node_id,author_name
author_Krishna Prasad Shetty,Krishna Prasad Shetty
author_Yongqiang Lin,Yongqiang Lin
author_Yew Chin Teo,Yew Chin Teo
author_Yu-Xia Li,Yu-Xia Li
author_Julia Elisabeth Bandow,Julia Elisabeth Bandow
author_Zahid Nabi Sheikh,Zahid Nabi Sheikh
author_Emanuele Marzetti,Emanuele Marzetti
author_Ting Xin,Ting Xin
author_Xinguang Chen,Xinguang Chen
author_Asahiro Morishita,Asahiro Morishita
author_Oriana Di Giacinto,Oriana Di Giacinto
author_Noura Elnassery,Noura Elnassery
author_Ayat I Samra,Ayat I Samra
author_Adam N Trautwig,Adam N Trautwig
author_Akira Shimada,Akira Shimada
author_Marion Leleu,Marion Leleu
author_Shazia Ruybal-Pesántez,Shazia Ruybal-Pesántez
author_Yuxuan Sun,Yuxuan Sun
author_Lærke Tørring Kolding,Lærke Tørring Kolding
author_Fatma Amer,Fatma Amer
author_Michelle E Ehrlich,Michelle E Ehrlich
author_Arshad Farid,Arshad Farid
author_Gibran Hemani,Gibran Hemani
author_Ahsan Illahi,Ahsan Illahi
author_Rehman Ullah,Rehman Ullah
author_Evgeny Abakumov,Evgeny Abakumov
author_Aitana Victoria Genzor,Aitana Victoria Genzor
author_Gordan Lauc,Gordan Lauc
author_Hao Ning,Hao Ning
author_Julan Guo,Julan Guo
author_Svetla Danova,Svetla Danova
author_Lubna Hammoudeh,Lubna Hammoudeh
author_Huiyun Zhang,Huiyun Zhang
author_Michael G Irwin,Michael G Irwin
author_Reyizha Dawulin,Reyizha Dawulin
author_Margaret S Bohm,Margaret S Bohm
author_Fateme Sadat Qazi,Fateme Sadat Qazi
author_Valentina Perez,Valentina Perez
author_Ghayah A Jabbari,Ghayah A Jabbari
author_Sarah C Garret-Thomson,Sarah C Garret-Thomson
author_Sibasish Dolai,Sibasish Dolai
author_Xiaoying Chen,Xiaoying Chen
author_Jonathan P Sleeman,Jonathan P Sleeman
author_Sophie Steeland,Sophie Steeland
author_Gil Guerra-Junior,Gil Guerra-Junior
author_He-Chun Lin,He-Chun Lin
author_Taposhree Dutta,Taposhree Dutta
author_Shen Lin,Shen Lin
author_Debojyoti Moulick,Debojyoti Moulick
author_Jinyun Li,Jinyun Li
author_Qing Wei,Qing Wei
author_Dávid Szöllősi,Dávid Szöllősi
author_Arthur C Ouwehand,Arthur C Ouwehand
author_Fatemeh Akbarzadeh,Fatemeh Akbarzadeh
author_Armando Aguirre-Jaime,Armando Aguirre-Jaime
author_Wenwen Mao,Wenwen Mao
author_Jindong Wu,Jindong Wu
author_Mingyue Liu,Mingyue Liu
author_Cameron Stewart,Cameron Stewart
author_Shujie Yu,Shujie Yu
author_Elsayed Fathi Abd Allah,Elsayed Fathi Abd Allah
author_Italo E P Da Silva,Italo E P Da Silva
author_Ivan Ranđelović,Ivan Ranđelović
author_Zhi-Juan Chen,Zhi-Juan Chen
author_Muthukumar Serva Peddha,Muthukumar Serva Peddha
author_Jennifer A Wargo,Jennifer A Wargo
author_Natalia Roberto,Natalia Roberto
author_Cong Xia,Cong Xia
author_Mingxu Chu,Mingxu Chu
author_Kalen Clifton,Kalen Clifton
author_Francesc Fernández-Avilés,Francesc Fernández-Avilés
author_Xiangke Dong,Xiangke Dong
author_Afshan Shirkavand,Afshan Shirkavand
author_Qinglu Zhang,Qinglu Zhang
author_Nieves Salvador,Nieves Salvador
author_John Havard,John Havard
author_Mayra G Menegueti,Mayra G Menegueti
author_Anizio Marcio de Faria,Anizio Marcio de Faria
author_Hui Shi,Hui Shi
author_Jinzhao Long,Jinzhao Long
author_Tai-Yun Zhao,Tai-Yun Zhao
author_Renjian Liu,Renjian Liu
author_Hsiao-Wen Hung,Hsiao-Wen Hung
author_Yueqi Huang,Yueqi Huang
author_Renato Puga,Renato Puga
author_Anna Kakehashi,Anna Kakehashi
author_Wenhua Zhang,Wenhua Zhang
author_Muhammad Sohail Bashir,Muhammad Sohail Bashir
author_Douglas Sifuna,Douglas Sifuna
author_Gaorav P Gupta,Gaorav P Gupta
author_Xiaohui Zhang,Xiaohui Zhang
author_Chenggang Zhu,Chenggang Zhu
author_Reema Chaudhary,Reema Chaudhary
author_Ruiqin Zhang,Ruiqin Zhang
author_Yiliang Bi,Yiliang Bi
author_Bojun Xu,Bojun Xu
author_Fan Ge,Fan Ge
author_Danya Vears,Danya Vears
author_Elham Rouhollahi,Elham Rouhollahi
author_Eveline O Stock,Eveline O Stock
author_Colin Kim,Colin Kim
author_Ibrahim Khaleel,Ibrahim Khaleel
author_Garsa Ali Alshehry,Garsa Ali Alshehry
author_Jérôme Willems,Jérôme Willems
author_Wenjing Qiao,Wenjing Qiao
author_Xianzhen Zhang,Xianzhen Zhang
author_Mohammad S Mubarak,Mohammad S Mubarak
author_Yayi He,Yayi He
author_Marina N Malysheva,Marina N Malysheva
author_Karabo Shale,Karabo Shale
author_Hannah I Jensen,Hannah I Jensen
author_María Alejandra Palacios-Ariza,María Alejandra Palacios-Ariza
author_Edoardo Andrea Cutolo,Edoardo Andrea Cutolo
author_Laiqing Li,Laiqing Li
author_Maritza Puray-Chavez,Maritza Puray-Chavez
author_Nicole Schneiderhan-Marra,Nicole Schneiderhan-Marra
author_Dorairaj Arvind Prasanth,Dorairaj Arvind Prasanth
author_Stefan Knecht,Stefan Knecht
author_Debra Bristow,Debra Bristow
author_Xiangyang Zhang,Xiangyang Zhang
author_Feifei Xiu,Feifei Xiu
author_Christopher J L Murray,Christopher J L Murray
author_Yoko Mizoguchi,Yoko Mizoguchi
author_Fatma Nisa Balli,Fatma Nisa Balli
author_Laura Bond,Laura Bond
author_Dandan Zhang,Dandan Zhang
author_Senne Heeren,Senne Heeren
author_Manuel Monreal,Manuel Monreal
author_Jianqiang Shao,Jianqiang Shao
author_Arijana Filipić,Arijana Filipić
author_Nozomu Abe,Nozomu Abe
author_Lilian Calderón-Garcidueñas,Lilian Calderón-Garcidueñas
author_Nawajes Mandal,Nawajes Mandal
author_Mohammad Ali Alshehri,Mohammad Ali Alshehri
author_Kexin Liu,Kexin Liu
author_Ling Hui,Ling Hui
author_Yuansheng Duan,Yuansheng Duan
author_Chu-Jia Huang,Chu-Jia Huang
author_Fatemeh Madani,Fatemeh Madani
author_Esther Aina Olanudun,Esther Aina Olanudun
author_Yuxi Su,Yuxi Su
author_Amanda Indictor,Amanda Indictor
author_Advait Athreya,Advait Athreya
author_Franco Furlani,Franco Furlani
author_Dominique Kobi,Dominique Kobi
author_Dale Batchelor,Dale Batchelor
author_Allan Sauvat,Allan Sauvat
author_Jing Yu,Jing Yu
author_Xiaolei Zhang,Xiaolei Zhang
author_Xiaoping Li,Xiaoping Li
author_Peter Dailey,Peter Dailey
author_Xingmei Zhu,Xingmei Zhu
author_Jian-Qiang Shao,Jian-Qiang Shao
author_Ramadan Al-Shdefat,Ramadan Al-Shdefat
author_Letian Zhang,Letian Zhang
author_Xiao-Feng Ma,Xiao-Feng Ma
author_Adriele Prina-Mello,Adriele Prina-Mello
author_Giancarlo Gargano,Giancarlo Gargano
author_Søren Ulrik Sønder,Søren Ulrik Sønder
author_Abdusalam Abdullah Alarabei,Abdusalam Abdullah Alarabei
author_Yuan Zhang,Yuan Zhang
author_Vaibhav Jain,Vaibhav Jain
author_Jing Kuai,Jing Kuai
author_Chao Ji,Chao Ji
author_Favor Akpakpan Udoeyop,Favor Akpakpan Udoeyop
author_Bruce M Psaty,Bruce M Psaty
author_Bohui Yang,Bohui Yang
author_Mariah J Lelos,Mariah J Lelos
author_Martin Hofrichter,Martin Hofrichter
author_Xiao-Jun Feng,Xiao-Jun Feng
author_Alexis J Combes,Alexis J Combes
author_Sofie Yuewei Ou,Sofie Yuewei Ou
author_Tarrick Qahash,Tarrick Qahash
author_Melinda Hsu,Melinda Hsu
author_Morgainne Aback,Morgainne Aback
author_Ahmed Dhahir Abed,Ahmed Dhahir Abed
author_Rizal Irfandi,Rizal Irfandi
author_Denise Nardelli-Haefliger,Denise Nardelli-Haefliger
author_Lihong Chen,Lihong Chen
author_Lu Wei,Lu Wei
author_Yoko Ueki,Yoko Ueki
author_Chunfeng Xie,Chunfeng Xie
author_Shihao Xie,Shihao Xie
author_Mingda Duan,Mingda Duan
author_Gen Zhang,Gen Zhang
author_Geert van Loo,Geert van Loo
author_Swapan Sinha,Swapan Sinha
author_Suet C Leung,Suet C Leung
author_Nicoletta Basilico,Nicoletta Basilico
author_Y J Niu,Y J Niu
author_Tsung-Ying Yang,Tsung-Ying Yang
author_Palash Sashittal,Palash Sashittal
author_Zhulan Huang,Zhulan Huang
author_Nan-Jun Xu,Nan-Jun Xu
author_Alexander Andreev,Alexander Andreev
author_Susan Redline,Susan Redline
author_Shivani Jain,Shivani Jain
author_Hiba Al Fahmawi,Hiba Al Fahmawi
author_Johanna Griesbaum,Johanna Griesbaum
author_Denisa Pilic,Denisa Pilic
author_Peter J Hanley,Peter J Hanley
author_Zhiqing Li,Zhiqing Li
author_Andisheh Etminan,Andisheh Etminan
author_Avishek Bhuniya,Avishek Bhuniya
author_Maria Isabel Villegas-Mota,Maria Isabel Villegas-Mota
author_Keqin Liu,Keqin Liu
author_Giuseppe Ricci,Giuseppe Ricci
author_Junning Ding,Junning Ding
author_Adam Oberstein,Adam Oberstein
author_Zaid Haddadin,Zaid Haddadin
author_Jared B Ellenbogen,Jared B Ellenbogen
author_Victoria Stalls,Victoria Stalls
author_Abdur Rehim,Abdur Rehim
author_Hakam Bader,Hakam Bader
author_Liliana Malinovska,Liliana Malinovska
author_Sheng-Feng Lin,Sheng-Feng Lin
author_Svetlana Freund,Svetlana Freund
author_Aurélie Van Wylick,Aurélie Van Wylick
author_Qi-Min Zhan,Qi-Min Zhan
author_Javier Viñuales-Andreu,Javier Viñuales-Andreu
author_Jun Pan,Jun Pan
author_Aziz Sheikh,Aziz Sheikh
author_K Běhalová,K Běhalová
author_Mingxun Wang,Mingxun Wang
author_Shihui Zhang,Shihui Zhang
author_Yimeng Chen,Yimeng Chen
author_Monali Manohar,Monali Manohar
author_Brian G Kral,Brian G Kral
author_Phillip C Nguyen,Phillip C Nguyen
author_E L T Chung,E L T Chung
author_Anna E Barón,Anna E Barón
author_Hiroyoshi Fujita,Hiroyoshi Fujita
author_Tao Liu,Tao Liu
author_Tali Stauber,Tali Stauber
author_Cong Trung Nguyen,Cong Trung Nguyen
author_Yunlin Huang,Yunlin Huang
author_Talhah Zubair,Talhah Zubair
author_Tomasz Wróbel,Tomasz Wróbel
author_Qianghuizi Zhang,Qianghuizi Zhang
author_R Anoosa Sree,R Anoosa Sree
author_Margarita Danielyan,Margarita Danielyan
author_Yuanwei Dai,Yuanwei Dai
author_Jin Hwan Lee,Jin Hwan Lee
author_Euan Proud,Euan Proud
author_Nazneen Sultana,Nazneen Sultana
author_Dipti Tripathi,Dipti Tripathi
author_Xiuping Lin,Xiuping Lin
author_Ahmed Shaker Ragab,Ahmed Shaker Ragab
author_Mortuja Mahamud Tohan,Mortuja Mahamud Tohan
author_Qin Xin,Qin Xin
author_Dario R Alessi,Dario R Alessi
author_Huiyuan Niu,Huiyuan Niu
author_Minsol Kim,Minsol Kim
author_Tatiana Ramey,Tatiana Ramey
author_Kai-Ling Chen,Kai-Ling Chen
author_Shanni Li,Shanni Li
author_Muhammad Usman Shah,Muhammad Usman Shah
author_Vanusa Novaes,Vanusa Novaes
author_Liqian Cui,Liqian Cui
author_Min Zhang,Min Zhang
author_Guo Chen,Guo Chen
author_Qianqian Lu,Qianqian Lu
author_Tania Roskams,Tania Roskams
author_Faith Chebii,Faith Chebii
author_Chan Yi,Chan Yi
author_Dongxue Wang,Dongxue Wang
author_Maohui Ran,Maohui Ran
author_Simon Sedej,Simon Sedej
author_Guiyu Zhang,Guiyu Zhang
author_Jian Liang,Jian Liang
author_Haiyang Kou,Haiyang Kou
author_Paolo Destefanis,Paolo Destefanis
author_Jian-Hong Luo,Jian-Hong Luo
author_Vincent Lombard,Vincent Lombard
author_Ximing Chen,Ximing Chen
author_Xi Wang,Xi Wang
author_Hadi Raeisi Shahraki,Hadi Raeisi Shahraki
author_Xiaochen Qi,Xiaochen Qi
author_Fangjiang Li,Fangjiang Li
author_Pierre R Bourque,Pierre R Bourque
author_K Kaviyarasu,K Kaviyarasu
author_Karin Scharffetter-Kochanek,Karin Scharffetter-Kochanek
author_Xianshu Gao,Xianshu Gao
author_Suman Swamynathan,Suman Swamynathan
author_Mayura Dhamdhere,Mayura Dhamdhere
author_Bas C T van Bussel,Bas C T van Bussel
author_Andreas Scorilas,Andreas Scorilas
author_Marylène Vandevenne,Marylène Vandevenne
author_Tean Zaheer,Tean Zaheer
author_Johann Lavaud,Johann Lavaud
author_Wenjin Chen,Wenjin Chen
author_Qifeng Cao,Qifeng Cao
author_Jianguo Tao,Jianguo Tao
author_Kevin Sexton,Kevin Sexton
author_Thitiporn Pattarakankul,Thitiporn Pattarakankul
author_Chunyu Pan,Chunyu Pan
author_Kuirong Jiang,Kuirong Jiang
author_Daigo Komazawa,Daigo Komazawa
author_Enrico Heffler,Enrico Heffler
author_Hemantika Dasgupta,Hemantika Dasgupta
author_Yan Wu,Yan Wu
author_Toshifumi Tsukahara,Toshifumi Tsukahara
author_Amita Gupta,Amita Gupta
author_Rahul D Tendulkar,Rahul D Tendulkar
author_Zhijin Tang,Zhijin Tang
author_Lisa Endig,Lisa Endig
author_Mohammad Sarabi,Mohammad Sarabi
author_Mengyun Li,Mengyun Li
author_Ahmad Asqalan,Ahmad Asqalan
author_Mingqian Lu,Mingqian Lu
author_Maria J Wawer,Maria J Wawer
author_Pietro Campiglia,Pietro Campiglia
author_Chunzhong Qiao,Chunzhong Qiao
author_William W Du,William W Du
author_Taiwo Temitope Ogunjobi,Taiwo Temitope Ogunjobi
author_Madhusudan S Astekar,Madhusudan S Astekar
author_Henning Petersen,Henning Petersen
author_Mohamed K Ali,Mohamed K Ali
author_Yonglian Sun,Yonglian Sun
author_Yuwen Luo,Yuwen Luo
author_Thomas Hankeln,Thomas Hankeln
author_Vedbar S Khadka,Vedbar S Khadka
author_JiaZheng Li,JiaZheng Li
author_Yeon Bi Han,Yeon Bi Han
author_Alina Mihaela Baciu,Alina Mihaela Baciu
author_Ludivine Brechard,Ludivine Brechard
author_Gene Chi Wai Man,Gene Chi Wai Man
author_Alex J Gregory,Alex J Gregory
author_Yuqing Wang,Yuqing Wang
author_Simona Bungau,Simona Bungau
author_Mst Sanjida Akhter,Mst Sanjida Akhter
author_Majid Khayatnezhad,Majid Khayatnezhad
author_Laurent Yvan-Charvet,Laurent Yvan-Charvet
author_Robert J Lake,Robert J Lake
author_Benjamin Readhead,Benjamin Readhead
author_Domizia Pasquetti,Domizia Pasquetti
author_Enrico Ricevuto,Enrico Ricevuto
author_Niu Ding,Niu Ding
author_Ferran Rousaud-Barón,Ferran Rousaud-Barón
author_Nina Jiang,Nina Jiang
author_Jingbo Sun,Jingbo Sun
author_Chunyan Yuan,Chunyan Yuan
author_Jing Lu,Jing Lu
author_Richa Misra,Richa Misra
author_Wensen Shi,Wensen Shi
author_Colleen Keen,Colleen Keen
author_Sukyeong Lee,Sukyeong Lee
author_Sandhya Saini,Sandhya Saini
author_Maria Fedorova,Maria Fedorova
author_Liliana Fernandez-Trujillo,Liliana Fernandez-Trujillo
author_Shivani Randev,Shivani Randev
author_Mohd Azri Roslan,Mohd Azri Roslan
author_Jian Lv,Jian Lv
author_Lijun Zheng,Lijun Zheng
author_Fei Liao,Fei Liao
author_Wan-Ling Tseng,Wan-Ling Tseng
author_Renee E Oles,Renee E Oles
author_Shigetaka Noma,Shigetaka Noma
author_Xiaogang Huang,Xiaogang Huang
author_Christian Tesado,Christian Tesado
author_Toru Tsuda,Toru Tsuda
author_Jaber Moosanezhad,Jaber Moosanezhad
author_Alexander Leitner,Alexander Leitner
author_Gong Chen,Gong Chen
author_Bart P Hettinga,Bart P Hettinga
author_Valerie Lund,Valerie Lund
author_Musawenkosi Ndlovu,Musawenkosi Ndlovu
author_Supriya Bhalerao,Supriya Bhalerao
author_Daniela Spano,Daniela Spano
author_Magnus Berggren,Magnus Berggren
author_Juying Qian,Juying Qian
author_Mengchang Yang,Mengchang Yang
author_Karthik Sekaran,Karthik Sekaran
author_Jane K Battles,Jane K Battles
author_Korai Takahiro,Korai Takahiro
author_Carver Montgomery,Carver Montgomery
author_Wolfgang Göpel,Wolfgang Göpel
author_Hesam Kamyab,Hesam Kamyab
author_Tongli Zhao,Tongli Zhao
author_Kounosuke Watabe,Kounosuke Watabe
author_Verónica Domínguez,Verónica Domínguez
author_Qian Hao,Qian Hao
author_Haili Qi,Haili Qi
author_Anaïs Thiriard,Anaïs Thiriard
author_Manuel Bauer,Manuel Bauer
author_Takao Itoi,Takao Itoi
author_Nirmal K Ganguly,Nirmal K Ganguly
author_Mehul S Suthar,Mehul S Suthar
author_Marie Kempf,Marie Kempf
author_Zhen Wang,Zhen Wang
author_Deepak Paul Edward,Deepak Paul Edward
author_Rahul Nadda,Rahul Nadda
author_Michael W Cookson,Michael W Cookson
author_Gurston Nyquist,Gurston Nyquist
author_Valentin Stonik,Valentin Stonik
author_Shi-Wei Xia,Shi-Wei Xia
author_Jiapeng Dai,Jiapeng Dai
author_B Venkaiah,B Venkaiah
author_Roberto J Botelho,Roberto J Botelho
author_Abdullah Bayram,Abdullah Bayram
author_Qiurui He,Qiurui He
author_Yan Gu,Yan Gu
author_Jia Hu,Jia Hu
author_Amira E Alsemeh,Amira E Alsemeh
author_Andrew Coats,Andrew Coats
author_Di-Sheng Lu,Di-Sheng Lu
author_Ghadeer M Albadrani,Ghadeer M Albadrani
author_Nelson C Soares,Nelson C Soares
author_Ming Yao,Ming Yao
author_Karina S Blair,Karina S Blair
author_Sama Abdolhosseinzadeh,Sama Abdolhosseinzadeh
author_Dara P Dowlatshahi,Dara P Dowlatshahi
author_Beyza Tepe,Beyza Tepe
author_Samin Sadat Sehat,Samin Sadat Sehat
author_Okbagaber Andom,Okbagaber Andom
author_Honglei Xia,Honglei Xia
author_Abdullah Ali Saati,Abdullah Ali Saati
author_Marnix R Jonker,Marnix R Jonker
author_Yongtian Huang,Yongtian Huang
author_Ginga Nishikawa,Ginga Nishikawa
author_Muhammad Zahid Iqbal,Muhammad Zahid Iqbal
author_Steven Park,Steven Park
author_Thomas Münzel,Thomas Münzel
author_Xibin Liu,Xibin Liu
author_Werner E G Müller,Werner E G Müller
author_Fidanka Vasileva,Fidanka Vasileva
author_Yu Jiao,Yu Jiao
author_Adriana Garzon,Adriana Garzon
author_Anthony Kafatos,Anthony Kafatos
author_Silja Wessler,Silja Wessler
author_Yang Lu,Yang Lu
author_Myungjin Lee,Myungjin Lee
author_Jun-ping Liu,Jun-ping Liu
author_Kun Zhao,Kun Zhao
author_Rashed Ya Abdalla,Rashed Ya Abdalla
author_Paula Desplats,Paula Desplats
author_Ahmed A J Jabbar,Ahmed A J Jabbar
author_Abdelhalim Khenchouche,Abdelhalim Khenchouche
author_Ryan Jacobs,Ryan Jacobs
author_Yasuyuki Miura,Yasuyuki Miura
author_Sahand Mohammadzadeh,Sahand Mohammadzadeh
author_Jiliang Sheng,Jiliang Sheng
author_Dianbing Wang,Dianbing Wang
author_Nicola Maffulli,Nicola Maffulli
author_Robin James Storer,Robin James Storer
author_Ningwen Zhu,Ningwen Zhu
author_Bledar Aliaj,Bledar Aliaj
author_Wei Heng,Wei Heng
author_Donghui Wei,Donghui Wei
author_Anastasia Borisanova,Anastasia Borisanova
author_Saifuddin Nomanbhay,Saifuddin Nomanbhay
author_Marie Mc Carthy,Marie Mc Carthy
author_Jiali Jin,Jiali Jin
author_Sumaira Sharif,Sumaira Sharif
author_Xunwei Wu,Xunwei Wu
author_Sai Jaya Prakash Ch,Sai Jaya Prakash Ch
author_Sun Park,Sun Park
author_Xianguo Cai,Xianguo Cai
author_Diane Barber,Diane Barber
author_Ryuzo Toritani,Ryuzo Toritani
author_Carlos Torrecilla,Carlos Torrecilla
author_Shumaila Kiran,Shumaila Kiran
author_Zhouying Xu,Zhouying Xu
author_Chasity P Janosko,Chasity P Janosko
author_Q L Chen,Q L Chen
author_Asger Roer Pedersen,Asger Roer Pedersen
author_Murat Yalcin,Murat Yalcin
author_Xiuzhe Wang,Xiuzhe Wang
author_Francisca M Acosta,Francisca M Acosta
author_Zhongheng Wei,Zhongheng Wei
author_Alana Della Torre da Silva,Alana Della Torre da Silva
author_Benyamin Mashhadi,Benyamin Mashhadi
author_Feihu Chen,Feihu Chen
author_Lanhua Kang,Lanhua Kang
author_Ruizhe Zhang,Ruizhe Zhang
author_Heather A Flores,Heather A Flores
author_Hyun-Jae Jang,Hyun-Jae Jang
author_Selma Esseghir,Selma Esseghir
author_Benjamin Grys,Benjamin Grys
author_Bernadine O'Donovan,Bernadine O'Donovan
author_Min Ning,Min Ning
author_Howard C Crawford,Howard C Crawford
author_Upasana Gupta,Upasana Gupta
author_Mohamed E El-Hefnawy,Mohamed E El-Hefnawy
author_Xing Lv,Xing Lv
author_Camilo Arana,Camilo Arana
author_Bin Yang,Bin Yang
author_Jinbang Li,Jinbang Li
author_Jee Young Seo,Jee Young Seo
author_Jingjing Fu,Jingjing Fu
author_D S Li,D S Li
author_Yuwen Chen,Yuwen Chen
author_Synan F AbuQamar,Synan F AbuQamar
author_Ali Sharif,Ali Sharif
author_Yanwei Wang,Yanwei Wang
author_Rebecca Kritschil,Rebecca Kritschil
author_Terry W Lehenbauer,Terry W Lehenbauer
author_Guangda Li,Guangda Li
author_Xiuqin Ye,Xiuqin Ye
author_Arseny Kovyrshin,Arseny Kovyrshin
author_Jennifer T Wang,Jennifer T Wang
author_Germana Bancone,Germana Bancone
author_Paulus Mukuve,Paulus Mukuve
author_Hui-Shen Yan,Hui-Shen Yan
author_Elizabeth A V Jones,Elizabeth A V Jones
author_Ewa Liszewska,Ewa Liszewska
author_Richard H Haas,Richard H Haas
author_Chenthis Kanisha Chelliah,Chenthis Kanisha Chelliah
author_Medha Mittal,Medha Mittal
author_Melvin Prasad,Melvin Prasad
author_Adetoye Clement Abiodun,Adetoye Clement Abiodun
author_Firzan Nainu,Firzan Nainu
author_Masayuki Shirasawa,Masayuki Shirasawa
author_Max Kotlyar,Max Kotlyar
author_Muhsin Konuk,Muhsin Konuk
author_Rajiv Balakrishna,Rajiv Balakrishna
author_William Thielicke,William Thielicke
author_Stephen Burgess,Stephen Burgess
author_S Yeral,S Yeral
author_Raymond C Stevens,Raymond C Stevens
author_Cesare Indiveri,Cesare Indiveri
author_Rim Charfi,Rim Charfi
author_Mohamed Zaki,Mohamed Zaki
author_Matthew E Ritchie,Matthew E Ritchie
author_Nicolas Rohner,Nicolas Rohner
author_Baifa Dai,Baifa Dai
author_L Zhang,L Zhang
author_Ives Charlie-Silva,Ives Charlie-Silva
author_Dina M Abo-Elmatty,Dina M Abo-Elmatty
author_Zahra Zahid Piracha,Zahra Zahid Piracha
author_Jingjing Hou,Jingjing Hou
author_Nataliya Kirsanova,Nataliya Kirsanova
author_Ling Cai,Ling Cai
author_MiranilaMiranila Hernandez-Matibag,MiranilaMiranila Hernandez-Matibag
author_Nathan J Wilson,Nathan J Wilson
author_Wengong Wang,Wengong Wang
author_I V Yakovleva,I V Yakovleva
author_Masato Akiyama,Masato Akiyama
author_Mike O'Connor,Mike O'Connor
author_Mili Gupta,Mili Gupta
author_Kun Liu,Kun Liu
author_Siwei Wang,Siwei Wang
author_Clara Belzer,Clara Belzer
author_Quézia Moura,Quézia Moura
author_Xuan Zhao,Xuan Zhao
author_Nelin Hacıoğlu,Nelin Hacıoğlu
author_Achsah D Keegan,Achsah D Keegan
author_Ata Mahmoodpoor,Ata Mahmoodpoor
author_Eman M Abd El-Hamid,Eman M Abd El-Hamid
author_Cornelis Van't Veer,Cornelis Van't Veer
author_Udayakumar Karunakaran,Udayakumar Karunakaran
author_Anirban Roychowdhury,Anirban Roychowdhury
author_Xiaolin Wang,Xiaolin Wang
author_Suhel A Sabunwala,Suhel A Sabunwala
author_Mohamed Kayid,Mohamed Kayid
author_Kathrine Lundø,Kathrine Lundø
author_Jochen C Reif,Jochen C Reif
author_Hye-Ryeong Jo,Hye-Ryeong Jo
author_Jyothika Venkatswamy Reddy,Jyothika Venkatswamy Reddy
author_Bo Duan,Bo Duan
author_Fanyu Meng,Fanyu Meng
author_Waqar-Ul-Haq,Waqar-Ul-Haq
author_Mohammad Momin,Mohammad Momin
author_Oleg Chernikov,Oleg Chernikov
author_Ke Zheng,Ke Zheng
author_Yi Zhong,Yi Zhong
author_Sabine Hazan,Sabine Hazan
author_Mark Curtis,Mark Curtis
author_Minh T N Phan,Minh T N Phan
author_Neema Kumari,Neema Kumari
author_Katie Snape,Katie Snape
author_Hüseyin Korkmaz,Hüseyin Korkmaz
author_Alberto Nettel-Aguirre,Alberto Nettel-Aguirre
author_Javeria Sattar,Javeria Sattar
author_Katarzyna A Podyma-Inoue,Katarzyna A Podyma-Inoue
author_Zhi-Li Liu,Zhi-Li Liu
author_Xiaoyang Su,Xiaoyang Su
author_Baba M Maiyaki,Baba M Maiyaki
author_Asmita Tripathi,Asmita Tripathi
author_Yuvaraja Teekaraman,Yuvaraja Teekaraman
author_Yuxu Wang,Yuxu Wang
author_Abbas E Abbas,Abbas E Abbas
author_Rohit Loomba,Rohit Loomba
author_Sanaz Khadem,Sanaz Khadem
author_Muhammad Ihsan,Muhammad Ihsan
author_Bin Ni,Bin Ni
author_Garth H Utter,Garth H Utter
author_Qidi Wang,Qidi Wang
author_Lynnette M Neufeld,Lynnette M Neufeld
author_Yuliang Huang,Yuliang Huang
author_Xincheng Liao,Xincheng Liao
